backbone,ablation_tag,layer_depth,sae_arch,saebench_status,proxy_loss_recovered,proxy_mse_reduction_vs_zero,proxy_mean_l0,proxy_dead_fraction,proxy_absorption_fraction,proxy_label_purity_top20,core_mean_l0,core_mean_l1,core_mse,core_mse_loss_recovered_vs_zero,core_explained_variance,core_explained_variance_legacy,core_cossim,core_l2_ratio,sparse_probe_f1_backbone,sparse_probe_f1_sae_latents,sparse_probe_f1_sae_topk,sparse_probe_f1_backbone_weighted,sparse_probe_f1_sae_latents_weighted,sparse_probe_f1_sae_topk_weighted,sparse_probe_f1_backbone_core_classes,sparse_probe_f1_sae_latents_core_classes,sparse_probe_num_classes,sparse_probe_num_images,sparse_probe_num_train_images,sparse_probe_top_k,sparse_probe_split,sparse_probe_landforms_only,sparse_probe_min_per_class_report,sparse_probe_eval_splits,sparse_probe_supp_f1_backbone,sparse_probe_supp_f1_sae_latents,sparse_probe_supp_f1_sae_topk,sparse_probe_supp_f1_backbone_weighted,sparse_probe_supp_f1_sae_latents_weighted,sparse_probe_supp_f1_sae_topk_weighted,sparse_probe_supp_f1_backbone_core_classes,sparse_probe_supp_f1_sae_latents_core_classes,sparse_probe_supp_num_classes,sparse_probe_supp_num_images,sparse_probe_supp_num_train_images,sparse_probe_supp_top_k,sparse_probe_supp_split,sparse_probe_supp_landforms_only,sparse_probe_supp_min_per_class_report,sparse_probe_supp_eval_splits,mono_mean_purity_top20_official,mono_median_purity_top20_official,mono_mean_purity_top20_legacy_denom,mono_fraction_high_purity_top20,mono_top_k,mono_n_test_images,tcav_mean_max_cos_per_class,tcav_median_max_cos_per_class,tcav_max_cos_any_class,tcav_mean_cos_all_pairs
momo,middle,middle,topk,core+sparse+proxy+official_test311+supp_val_test,0.9992188519367353,0.9973663485145747,39.999979654947914,0.0,1.0,0.4966101694915254,39.999977111816406,110.08011627197266,0.009950787760317326,0.9973659075269087,0.9960342645645142,0.9960072040557861,0.9980833530426025,0.9978588819503784,0.6302734637359135,0.6831647645860788,0.6358292320566257,0.6940187158988517,0.7744567637342292,0.7165843554311903,0.6950812619286915,0.7926211466109866,7.0,311.0,11039.0,40.0,official_test,True,20.0,test,0.502079908771748,0.47258863097850784,0.4562369319130994,0.6797600670891093,0.6622992684299964,0.6363001410577361,0.502079908771748,0.47258863097850784,7.0,4049.0,11039.0,40.0,val_test,True,20.0,"val,test",,,,,,,,,,
