backbone,layer_depth,sae_arch,saebench_status,proxy_loss_recovered,proxy_mse_reduction_vs_zero,proxy_mean_l0,proxy_dead_fraction,proxy_absorption_fraction,proxy_label_purity_top20,core_mean_l0,core_mean_l1,core_mse,core_mse_loss_recovered_vs_zero,core_explained_variance,core_explained_variance_legacy,core_cossim,core_l2_ratio,sparse_probe_f1_backbone,sparse_probe_f1_sae_latents,sparse_probe_f1_sae_topk,sparse_probe_f1_backbone_weighted,sparse_probe_f1_sae_latents_weighted,sparse_probe_f1_sae_topk_weighted,sparse_probe_f1_backbone_core_classes,sparse_probe_f1_sae_latents_core_classes,sparse_probe_num_classes,sparse_probe_num_images,sparse_probe_num_train_images,sparse_probe_top_k,sparse_probe_split,sparse_probe_landforms_only,sparse_probe_min_per_class_report,sparse_probe_eval_splits,sparse_probe_supp_f1_backbone,sparse_probe_supp_f1_sae_latents,sparse_probe_supp_f1_sae_topk,sparse_probe_supp_f1_backbone_weighted,sparse_probe_supp_f1_sae_latents_weighted,sparse_probe_supp_f1_sae_topk_weighted,sparse_probe_supp_f1_backbone_core_classes,sparse_probe_supp_f1_sae_latents_core_classes,sparse_probe_supp_num_classes,sparse_probe_supp_num_images,sparse_probe_supp_num_train_images,sparse_probe_supp_top_k,sparse_probe_supp_split,sparse_probe_supp_landforms_only,sparse_probe_supp_min_per_class_report,sparse_probe_supp_eval_splits
momo,late,topk,core+sparse+proxy+official_test311+supp_val_test,0.9956423892092353,0.9562951498548258,40.0,0.6549479067325592,0.9906,0.4917610062893082,40.0,116.97989654541016,0.047935858368873596,0.9562915396821152,0.9524259567260742,0.9511300921440125,0.9759513139724731,0.9760677218437195,0.7134571426846751,0.7250605307519127,0.4850598404537601,0.7732243748087371,0.7792955860291347,0.6081037319351018,0.771579540919139,0.7682276001955349,7.0,311.0,11039.0,40.0,official_test,True,20.0,test,0.6594895711265163,0.6713923691539003,0.46638493507930817,0.7744965782724141,0.780526439096138,0.6335541932187951,0.6594895711265163,0.6713923691539003,7.0,4049.0,11039.0,40.0,val_test,True,20.0,"val,test"
