backbone,layer_depth,sae_arch,saebench_status,proxy_loss_recovered,proxy_mse_reduction_vs_zero,proxy_mean_l0,proxy_dead_fraction,proxy_absorption_fraction,proxy_label_purity_top20,core_mean_l0,core_mean_l1,core_mse,core_mse_loss_recovered_vs_zero,core_explained_variance,core_explained_variance_legacy,core_cossim,core_l2_ratio,sparse_probe_f1_backbone,sparse_probe_f1_sae_latents,sparse_probe_f1_sae_topk,sparse_probe_f1_backbone_weighted,sparse_probe_f1_sae_latents_weighted,sparse_probe_f1_sae_topk_weighted,sparse_probe_f1_backbone_core_classes,sparse_probe_f1_sae_latents_core_classes,sparse_probe_num_classes,sparse_probe_num_images,sparse_probe_num_train_images,sparse_probe_top_k,sparse_probe_split,sparse_probe_landforms_only,sparse_probe_min_per_class_report,sparse_probe_eval_splits,sparse_probe_supp_f1_backbone,sparse_probe_supp_f1_sae_latents,sparse_probe_supp_f1_sae_topk,sparse_probe_supp_f1_backbone_weighted,sparse_probe_supp_f1_sae_latents_weighted,sparse_probe_supp_f1_sae_topk_weighted,sparse_probe_supp_f1_backbone_core_classes,sparse_probe_supp_f1_sae_latents_core_classes,sparse_probe_supp_num_classes,sparse_probe_supp_num_images,sparse_probe_supp_num_train_images,sparse_probe_supp_top_k,sparse_probe_supp_split,sparse_probe_supp_landforms_only,sparse_probe_supp_min_per_class_report,sparse_probe_supp_eval_splits
momo,late,matryoshka,core+sparse+proxy+official_test311+supp_val_test,0.9957268205313151,0.9551906180406411,40.0,0.8444010466337204,0.9874,0.4920502092050209,40.0,117.0656509399414,0.04906318709254265,0.9551871734488268,0.9513057470321655,0.9500277042388916,0.9754014611244202,0.9755064845085144,0.7226584257597172,0.6147348525229491,0.587455742162968,0.7830952358357354,0.7006694400186071,0.6874082711347163,0.7844613372241979,0.6935096381776794,7.0,311.0,11039.0,40.0,official_test,True,20.0,test,0.6516843727506431,0.6162504084302352,0.47441260893847975,0.7706232232404059,0.7388734717798373,0.6193631162491392,0.6516843727506431,0.6162504084302352,7.0,4049.0,11039.0,40.0,val_test,True,20.0,"val,test"
