backbone,ablation_tag,layer_depth,sae_arch,saebench_status,proxy_loss_recovered,proxy_mse_reduction_vs_zero,proxy_mean_l0,proxy_dead_fraction,proxy_absorption_fraction,proxy_label_purity_top20,core_mean_l0,core_mean_l1,core_mse,core_mse_loss_recovered_vs_zero,core_explained_variance,core_explained_variance_legacy,core_cossim,core_l2_ratio,sparse_probe_f1_backbone,sparse_probe_f1_sae_latents,sparse_probe_f1_sae_topk,sparse_probe_f1_backbone_weighted,sparse_probe_f1_sae_latents_weighted,sparse_probe_f1_sae_topk_weighted,sparse_probe_f1_backbone_core_classes,sparse_probe_f1_sae_latents_core_classes,sparse_probe_num_classes,sparse_probe_num_images,sparse_probe_num_train_images,sparse_probe_top_k,sparse_probe_split,sparse_probe_landforms_only,sparse_probe_min_per_class_report,sparse_probe_eval_splits,sparse_probe_supp_f1_backbone,sparse_probe_supp_f1_sae_latents,sparse_probe_supp_f1_sae_topk,sparse_probe_supp_f1_backbone_weighted,sparse_probe_supp_f1_sae_latents_weighted,sparse_probe_supp_f1_sae_topk_weighted,sparse_probe_supp_f1_backbone_core_classes,sparse_probe_supp_f1_sae_latents_core_classes,sparse_probe_supp_num_classes,sparse_probe_supp_num_images,sparse_probe_supp_num_train_images,sparse_probe_supp_top_k,sparse_probe_supp_split,sparse_probe_supp_landforms_only,sparse_probe_supp_min_per_class_report,sparse_probe_supp_eval_splits,mono_mean_purity_top20_official,mono_median_purity_top20_official,mono_mean_purity_top20_legacy_denom,mono_fraction_high_purity_top20,mono_top_k,mono_n_test_images,tcav_mean_max_cos_per_class,tcav_median_max_cos_per_class,tcav_max_cos_any_class,tcav_mean_cos_all_pairs
momo,middle,middle,topk,core+sparse+proxy+official_test311+supp_val_test+interp:mono+tcav,0.849511522950819,0.48646055922224446,40.0,0.0,0.9715,0.5158203124999999,40.0,100.05069732666016,0.4718054234981537,0.48644162762493226,0.4396525025367737,0.43217161297798157,0.6612944602966309,0.6625307202339172,0.7547927928405603,0.7702493782687474,0.4159578845629729,0.7806980636574355,0.8186987581037373,0.4724826282802627,0.7815569112007746,0.8294602406873575,7.0,311.0,11039.0,40.0,official_test,True,20.0,test,0.6962947147308352,0.709470689331226,0.2965631145399569,0.8022473221927464,0.825750073522783,0.4620908520414267,0.6962947147308352,0.709470689331226,7.0,4049.0,11039.0,40.0,val_test,True,20.0,"val,test",0.5420572916666667,0.5,0.5420572916666667,0.13932291666666666,20.0,311.0,0.15760035599981034,0.15854406356811523,0.19194789230823517,0.0014276312730587613
