backbone,layer_depth,sae_arch,preprocess_mode,pca_k_95,dictionary_multiplier,aux_loss_weight,dead_fraction,core_explained_variance,sparse_probe_f1_sae_latents,sparse_probe_f1_backbone,sparse_probe_supp_f1_sae_latents,ood_gap,mono_mean_purity_top20_official,tcav_mean_max_cos_per_class,participation_ratio,k_95_diagnostic,notes
momo,middle,topk,per_dim,,1,1.0,0.6458333432674408,0.9404173493385316,0.7758650173432697,0.6889065221028933,0.6249159910293847,0.150949026313885,0.5065371024734983,0.287284710577556,,9,fair paper winner (middle_topk_d1_perdim_aux1p0_full)
momo,middle,topk,pca_proj,59,1,1.0,0.0,0.9960342645645142,0.6831647645860788,0.6302734637359135,0.47258863097850784,0.210576133607571,0.47966101694915253,0.3878746117864336,2.3067774982248994,9,density intervention; mono/tcav from interpretability pass
momo,middle,topk,zca_whiten,,1,1.0,0.0,0.4396525025367737,0.7702493782687474,0.7547927928405603,0.709470689331226,0.0607786889375214,0.5420572916666667,0.15760035599981034,2.3067774982248994,9,density intervention
