backbone,layer_depth,sae_arch,saebench_status,proxy_loss_recovered,proxy_mse_reduction_vs_zero,proxy_mean_l0,proxy_dead_fraction,proxy_absorption_fraction,proxy_label_purity_top20,core_mean_l0,core_mean_l1,core_mse,core_mse_loss_recovered_vs_zero,core_explained_variance,core_explained_variance_legacy,core_cossim,core_l2_ratio,sparse_probe_f1_backbone,sparse_probe_f1_sae_latents,sparse_probe_f1_sae_topk,sparse_probe_f1_backbone_weighted,sparse_probe_f1_sae_latents_weighted,sparse_probe_f1_sae_topk_weighted,sparse_probe_f1_backbone_core_classes,sparse_probe_f1_sae_latents_core_classes,sparse_probe_num_classes,sparse_probe_num_images,sparse_probe_num_train_images,sparse_probe_top_k,sparse_probe_split,sparse_probe_landforms_only,sparse_probe_min_per_class_report,sparse_probe_eval_splits,sparse_probe_supp_f1_backbone,sparse_probe_supp_f1_sae_latents,sparse_probe_supp_f1_sae_topk,sparse_probe_supp_f1_backbone_weighted,sparse_probe_supp_f1_sae_latents_weighted,sparse_probe_supp_f1_sae_topk_weighted,sparse_probe_supp_f1_backbone_core_classes,sparse_probe_supp_f1_sae_latents_core_classes,sparse_probe_supp_num_classes,sparse_probe_supp_num_images,sparse_probe_supp_num_train_images,sparse_probe_supp_top_k,sparse_probe_supp_split,sparse_probe_supp_landforms_only,sparse_probe_supp_min_per_class_report,sparse_probe_supp_eval_splits,dead_fraction,loss_recovered,ablation_tag,dictionary_multiplier,preprocess_mode,aux_loss_weight
momo,middle,topk,core+sparse+proxy+official_test311+supp_val_test,1.0880681909315508,0.8410263648474774,40.0,0.0481770634651184,0.951,0.5169729219001178,40.0,93.13774871826172,0.1614512056112289,0.842514245338077,0.8420425653457642,0.8369081616401672,0.9176928997039796,0.9156025052070618,0.689460402191514,0.6571565933000786,0.5795025362140329,0.7600735067823415,0.7504042636484906,0.6760495967405855,0.7620881785630981,0.758666573615279,7.0,311.0,11039.0,40.0,official_test,True,20.0,test,0.6451587879349916,0.5502146862611423,0.4812829199645317,0.7800233336318493,0.6922671257551312,0.6190668339365926,0.6451587879349916,0.5502146862611423,7.0,4049.0,11039.0,40.0,val_test,True,20.0,"val,test",0.04817706346511841,1.0880681909315508,middle_topk_d1_perdim_aux1p0,1,per_dim,1.0
